#
#   VizieR Astronomical Server webviz.u-strasbg.fr
#    Date: 2017-10-23T21:20:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VOTx36584	
#INFO	-out.max=unlimited	
#INFO	queryParameters=6	
#-oc.form=D.
#-source=USNO-B1
#-c.ra=314.975125
#-c.dec=7.280722
#-c.bm=22.0000000/22.0000000
#-out.max=unlimited
#
#INFO	-c=314.975125+07.280722,bm=22.000000/22.	
#

#RESOURCE=yCat_1284
#Name: I/284
#Title: The USNO-B1.0 Catalog (Monet+ 2003)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	I_284_out:
#Name: I/284/out
#Title: The Whole-Sky USNO-B1.0 Catalog of 1,045,913,669 sources
#Column	USNO-B1.0	(a12)	Designation of the object (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension at Eq=J2000, Ep=J2000 (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination at Eq=J2000, Ep=J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	e_RAJ2000	(I3)	Mean error on RAdeg*cos(DEdeg) at Epoch	[ucd=stat.error;pos.eq.ra]
#Column	e_DEJ2000	(I3)	Mean error on DEdeg at Epoch	[ucd=stat.error;pos.eq.dec]
#Column	Epoch	(F6.1)	Mean epoch of observation (2)	[ucd=time.epoch;obs]
#Column	pmRA	(I6)	Proper motion in RA (relative to YS4.0)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(I6)	Proper motion in DE (relative to YS4.0)	[ucd=pos.pm;pos.eq.dec]
#Column	Ndet	(I1)	[0,5] Number of detections (7)	[ucd=meta.number]
#Column	B1mag	(F5.2)	? First blue magnitude	[ucd=phot.mag;em.opt.B]
#Column	R1mag	(F5.2)	? First red magnitude	[ucd=phot.mag;em.opt.R]
#Column	B2mag	(F5.2)	? Second blue magnitude	[ucd=phot.mag;em.opt.B]
#Column	R2mag	(F5.2)	? Second red magnitude	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F5.2)	? Infrared (N) magnitude	[ucd=phot.mag;em.opt.I]
USNO-B1.0	RAJ2000	DEJ2000	e_RAJ2000	e_DEJ2000	Epoch	pmRA	pmDE	Ndet	B1mag	R1mag	B2mag	R2mag	Imag
0973-0691788	314.870539	+07.339095	 95	148	1976.0	     0	     0	5	16.91	15.36	15.64	15.30	15.40
0973-0691789	314.870887	+07.315623	178	 37	1981.6	    -8	     4	4	     	19.80	20.94	19.71	19.06
0973-0691790	314.872092	+07.312403	 73	 66	1976.0	     0	     0	5	19.91	18.76	18.75	17.71	18.22
0973-0691791	314.872362	+07.300539	137	174	1981.6	     0	     0	4	     	18.48	20.76	18.18	17.92
0973-0691792	314.872987	+07.329998	999	999	1991.1	     0	     0	2	     	     	     	20.96	18.12
0973-0691793	314.873053	+07.338725	162	 73	1981.6	   -14	     8	4	     	19.34	20.76	19.04	18.59
0973-0691794	314.873162	+07.393245	172	 56	1981.8	     0	     0	4	     	19.90	20.91	19.89	19.12
0973-0691795	314.873339	+07.334384	 99	  5	1991.1	     0	     0	2	     	     	     	20.96	19.10
0973-0691796	314.874248	+07.341712	411	305	1991.1	     0	     0	2	     	     	     	20.96	19.12
0973-0691797	314.874642	+07.345556	 58	195	1981.6	   -16	    10	4	     	19.83	21.53	19.68	18.24
0973-0691798	314.875045	+07.386548	999	999	1990.6	     0	     0	2	     	     	20.75	20.72	
0973-0691799	314.875920	+07.385970	121	177	1976.2	    14	    -2	5	20.61	18.19	19.83	18.11	17.47
0973-0691800	314.876459	+07.329800	106	158	1976.0	     0	     0	5	20.57	19.20	20.09	19.07	18.28
0973-0691801	314.877150	+07.366837	173	275	1990.6	     0	     0	2	     	     	20.93	20.29	
0973-0691802	314.877203	+07.313462	 86	 67	1976.0	     0	     0	5	17.00	15.96	16.08	15.29	14.83
0973-0691803	314.877781	+07.357962	148	134	1990.5	     0	     0	2	     	     	21.76	20.04	
0973-0691804	314.877856	+07.351812	185	 42	1976.0	     0	     0	5	16.29	14.53	15.47	14.66	14.13
0973-0691805	314.878048	+07.325242	288	415	1990.9	     0	     0	3	     	     	20.60	19.76	19.13
0973-0691806	314.878234	+07.339017	220	 23	1981.6	     0	     0	4	     	19.41	21.22	19.35	18.89
0973-0691807	314.878620	+07.393528	169	 66	1976.2	     0	     0	5	19.85	18.30	18.70	17.78	17.92
0973-0691808	314.878878	+07.387700	176	171	1991.2	     0	     0	3	     	     	21.84	20.58	19.16
0973-0691809	314.879642	+07.396989	130	 98	1977.3	    12	    10	3	20.07	     	19.72	19.77	
0973-0691810	314.879795	+07.348475	 44	414	1992.6	     0	     0	2	     	     	     	20.09	19.10
0973-0691811	314.879803	+07.351712	425	 62	1976.0	     0	     0	5	17.45	16.24	16.84	15.74	16.48
0973-0691812	314.879856	+07.331517	 81	 89	1976.0	     0	     0	5	20.05	18.42	18.82	17.78	17.71
0973-0691813	314.879920	+07.324489	 87	 28	1976.0	     0	     0	5	19.05	17.72	17.94	17.40	17.54
0973-0691814	314.880731	+07.336059	 58	 61	1976.0	     0	     0	5	18.55	16.99	17.52	16.40	16.14
0973-0691815	314.881275	+07.399770	999	627	1978.9	  -304	    70	3	     	19.76	     	20.96	18.07
0973-0691816	314.882198	+07.327064	133	200	1989.0	     0	     0	2	     	     	21.32	20.13	
0973-0691817	314.882798	+07.312206	 63	 84	1976.0	     0	     0	5	20.17	18.55	19.38	17.68	17.70
0973-0691818	314.883650	+07.326723	132	 14	1978.7	   -26	     6	3	     	20.02	     	20.43	19.04
0973-0691819	314.884089	+07.344081	999	999	1977.3	  -450	  -490	3	     	18.65	21.57	20.96	
0973-0691820	314.884345	+07.338728	229	 54	1990.9	     0	     0	3	     	     	20.76	20.49	18.99
0973-0691821	314.885100	+07.316039	224	 76	1976.0	     0	     0	5	20.22	19.63	19.97	19.28	18.82
0973-0691822	314.886064	+07.396575	140	112	1976.2	    18	    20	5	15.86	14.08	15.00	14.01	14.15
0973-0691823	314.886584	+07.390814	 67	140	1976.2	   -10	     2	5	19.48	18.60	19.01	18.15	18.27
0973-0691824	314.887209	+07.323750	123	110	1978.7	     2	    10	3	     	20.00	     	20.35	18.85
0973-0691825	314.887812	+07.376256	119	 98	1976.2	     0	     0	5	19.87	19.30	19.26	18.77	18.79
0973-0691826	314.888412	+07.307848	  8	422	1965.9	   -38	    14	3	19.58	17.33	20.41	     	
0973-0691827	314.888423	+07.373895	232	 69	1992.2	     0	     0	3	     	     	21.10	20.22	18.65
0973-0691828	314.888873	+07.322100	999	269	1991.1	     0	     0	2	     	     	     	20.65	19.01
0973-0691829	314.888914	+07.307767	107	 56	1976.0	   -18	     4	5	18.91	18.49	17.74	16.76	16.56
0973-0691830	314.889731	+07.313975	125	 82	1991.9	     0	     0	3	     	     	21.09	19.69	19.10
0973-0691831	314.889837	+07.348395	138	 78	1976.0	   -10	   -18	5	14.84	13.23	14.03	13.29	12.41
0973-0691832	314.890225	+07.331123	 40	 42	1976.0	     0	     0	5	19.79	19.04	18.84	18.68	18.49
0973-0691833	314.890303	+07.388814	357	 34	1990.6	     0	     0	2	     	     	20.90	20.50	
0973-0691834	314.890850	+07.381331	 35	999	1965.9	  -204	   302	3	20.73	18.69	21.39	     	
0973-0691835	314.891048	+07.317984	912	654	1990.6	     0	     0	2	     	     	21.10	20.35	
0973-0691836	314.891062	+07.359653	 94	 59	1976.0	     0	     0	5	19.81	18.39	19.02	17.74	17.46
0973-0691837	314.893292	+07.350903	 67	 87	1976.0	     0	     0	5	17.39	16.08	16.47	15.95	15.66
0973-0691838	314.893395	+07.375259	 76	 99	1976.2	   -10	    -2	5	14.44	13.15	13.86	13.10	13.34
0973-0691839	314.894412	+07.371184	999	516	1981.6	   350	   -48	4	     	20.05	20.83	20.51	19.24
0973-0691840	314.895750	+07.389025	 56	221	1976.2	   -22	   -14	5	20.73	19.85	21.16	19.59	19.21
0973-0691841	314.895767	+07.362531	129	220	1976.0	     0	     0	5	19.38	17.52	17.82	16.60	16.86
0973-0691842	314.896220	+07.363587	 47	283	1976.0	   -12	   -30	5	20.51	18.83	18.38	17.53	17.61
0973-0691843	314.897103	+07.383017	162	 62	1976.2	     0	     0	5	20.56	19.61	20.35	19.27	19.10
0973-0691844	314.897150	+07.308264	 55	 71	1976.0	     0	     0	5	19.75	19.40	19.46	19.14	18.83
0973-0691845	314.898164	+07.345348	 24	167	1976.0	    -4	     0	5	20.40	19.50	20.18	19.32	18.97
0973-0691846	314.898181	+07.344673	699	999	1973.6	     0	     0	2	20.73	     	20.13	     	
0973-0691847	314.898325	+07.322692	257	150	1974.2	     0	     0	2	     	20.01	     	     	19.23
0973-0691848	314.898712	+07.350562	112	 35	1976.0	     0	     0	5	20.56	19.28	20.02	18.80	18.45
0973-0691849	314.901009	+07.313089	219	156	1976.0	     0	     0	5	20.52	19.89	20.22	19.71	19.03
0973-0691850	314.901034	+07.378595	 95	 76	1976.2	     0	     0	5	16.29	14.50	15.29	14.34	14.32
0973-0691851	314.901992	+07.334531	 70	 49	1976.0	    -8	    10	5	15.72	14.42	15.02	14.31	13.70
0973-0691852	314.903023	+07.318367	 95	 66	1976.0	   -16	     2	5	20.62	18.82	20.41	18.04	17.06
0973-0691853	314.903717	+07.340803	 29	 88	1976.0	   -12	     0	5	18.59	17.61	17.75	17.20	17.24
0973-0691854	314.904212	+07.304053	119	 50	1991.1	     0	     0	2	     	     	     	20.35	19.22
0973-0691855	314.904367	+07.365137	476	 25	1991.1	     0	     0	2	     	     	     	20.66	19.21
0973-0691856	314.904462	+07.372253	128	 46	1978.9	   -34	   -50	3	20.72	     	     	20.02	18.83
0973-0691857	314.904570	+07.364517	119	 66	1981.6	    30	    20	4	20.45	     	19.99	19.10	18.86
0973-0691858	314.904867	+07.353900	110	 95	1976.0	     0	     0	5	20.37	17.69	19.37	17.35	16.53
0973-0691859	314.905312	+07.330814	110	 45	1976.0	    -4	    -8	5	16.98	15.37	15.96	15.17	14.54
0973-0691860	314.905817	+07.357231	 97	 32	1976.0	     0	     0	5	18.22	17.06	17.16	16.51	16.14
0973-0691861	314.909200	+07.306239	 52	142	1981.6	     8	     2	4	     	19.63	21.53	19.66	18.27
0973-0691862	314.909373	+07.324506	117	 69	1976.0	     0	     0	5	20.56	19.02	20.55	18.36	18.01
0973-0691863	314.910223	+07.376445	999	999	1978.3	   394	   274	3	20.70	     	21.09	20.50	
0973-0691864	314.911162	+07.307728	216	124	1981.6	     0	     0	4	20.69	     	21.23	19.99	18.98
0973-0691865	314.912803	+07.349789	 26	238	1976.0	    -8	    -4	5	20.06	18.27	19.01	17.81	17.77
0973-0691866	314.912892	+07.381120	 69	 99	1976.2	     0	     0	5	15.00	12.75	14.27	12.98	12.93
0973-0691867	314.913423	+07.308920	 27	 77	1976.0	     0	     0	5	18.32	16.89	17.14	16.39	16.10
0973-0691868	314.914306	+07.390448	178	 34	1989.0	     0	     0	2	     	     	21.44	20.08	
0973-0691869	314.914589	+07.320298	553	943	1977.3	   372	  -324	3	20.73	     	21.26	20.96	
0973-0691870	314.915020	+07.347312	 62	 81	1976.0	     0	     0	5	17.84	16.71	17.03	16.45	16.25
0973-0691871	314.915987	+07.311423	 85	358	1977.3	    30	    28	3	20.67	     	21.10	20.47	
0973-0691872	314.916959	+07.358892	 64	 89	1991.1	     0	     0	2	     	     	     	20.96	19.22
0973-0691873	314.919620	+07.348159	182	149	1976.0	     0	   -14	5	20.38	19.40	20.04	19.48	19.03
0973-0691874	314.919753	+07.390356	100	116	1976.2	     0	     0	5	20.32	18.10	20.17	17.74	17.26
0973-0691875	314.920278	+07.376431	117	 62	1976.2	   -12	   -18	5	19.36	18.62	18.50	18.07	18.05
0973-0691876	314.920875	+07.391603	284	 68	1982.6	     0	     0	4	     	20.00	21.47	19.37	18.95
0973-0691877	314.921023	+07.334089	 79	 49	1976.0	   -16	    -2	5	19.92	18.11	18.83	17.53	17.39
0973-0691878	314.921178	+07.305767	 35	168	1981.6	   -10	    -6	4	     	19.62	21.65	19.39	18.61
0973-0691879	314.921267	+07.318359	 52	 78	1976.0	     0	     0	5	18.50	17.12	17.39	16.73	16.86
0973-0691880	314.921295	+07.337620	 96	 42	1976.0	     0	     0	5	19.97	18.51	19.35	17.92	17.83
0973-0691881	314.922156	+07.345659	 53	 64	1976.0	    -6	    -4	5	20.36	18.49	19.80	17.79	17.29
0973-0691882	314.922537	+07.364123	104	115	1976.0	     0	     0	5	19.76	18.71	18.78	18.47	18.19
0973-0691883	314.923131	+07.366325	353	133	1981.6	    -2	    20	4	     	19.99	20.70	18.75	18.31
0973-0691884	314.923264	+07.366778	999	640	1994.0	     0	     0	2	     	     	20.02	     	18.54
0973-0691885	314.924620	+07.367175	 74	 37	1976.0	   -16	   -12	5	16.98	14.86	15.96	14.76	14.09
0973-0691886	314.925187	+07.371214	327	  9	1989.0	     0	     0	2	     	     	21.27	20.80	
0973-0691887	314.925217	+07.374956	 99	 97	1976.2	     0	     0	5	19.70	19.20	19.16	18.57	18.68
0973-0691888	314.925945	+07.386342	 24	999	1991.1	     0	     0	2	     	     	     	20.44	19.11
0973-0691889	314.926470	+07.337987	 60	309	1978.7	     6	   -16	3	     	20.00	     	20.45	18.97
0973-0691890	314.926987	+07.386881	999	610	1991.5	     0	     0	2	     	     	     	19.94	19.30
0973-0691891	314.927209	+07.368325	148	 55	1976.0	     0	     0	5	19.59	18.40	18.55	17.44	18.03
0973-0691892	314.927398	+07.335109	674	444	1978.7	  -144	   -74	3	     	20.00	     	20.69	18.93
0973-0691893	314.927764	+07.386250	316	999	1991.9	     0	     0	3	     	     	21.98	20.07	17.83
0973-0691894	314.928073	+07.386664	999	354	1991.5	     0	     0	2	     	     	     	20.04	18.34
0973-0691895	314.928331	+07.399042	999	999	1973.6	     0	     0	2	     	19.58	21.04	     	
0973-0691896	314.928495	+07.319539	169	110	1976.0	   -18	   -12	5	20.58	19.68	20.59	19.37	18.90
0973-0691897	314.928506	+07.386345	999	999	1991.1	     0	     0	2	     	     	     	20.23	18.07
0973-0691898	314.928887	+07.378623	999	198	1992.9	    16	    78	3	     	     	21.00	20.06	19.20
0973-0691899	314.930450	+07.386923	999	149	1979.9	     0	     0	3	     	19.57	     	19.52	17.08
0973-0691900	314.930567	+07.305509	 69	 42	1976.0	     0	     0	5	20.17	17.53	18.89	16.97	16.41
0973-0691901	314.930670	+07.323659	 57	 63	1978.7	    10	     4	3	     	19.65	     	20.02	18.90
0973-0691902	314.932645	+07.343384	172	 92	1976.0	     4	     8	5	20.07	18.55	19.02	17.97	18.07
0973-0691903	314.932756	+07.387028	999	 40	1991.1	     0	     0	2	     	     	     	18.98	16.64
0973-0691904	314.932942	+07.386139	999	999	1978.9	   208	  -332	3	     	19.63	     	19.24	17.61
0973-0691905	314.934050	+07.386953	999	 49	1991.9	     0	     0	3	     	     	20.75	17.42	16.32
0973-0691906	314.934181	+07.368306	 23	 72	1976.0	     0	     0	5	16.29	14.83	15.49	14.68	14.05
0973-0691907	314.934206	+07.377748	132	 63	1976.2	     0	     0	5	20.12	19.18	19.34	19.03	18.94
0973-0691908	314.934312	+07.381756	 48	 77	1976.2	     0	     0	5	19.94	18.88	19.22	18.15	18.27
0973-0691909	314.934531	+07.356523	228	385	1991.1	     0	     0	2	     	     	     	20.27	19.23
0973-0691910	314.934706	+07.355220	137	146	1976.0	   -12	     2	5	19.20	18.77	18.62	17.94	17.98
0973-0691911	314.935223	+07.321153	 29	250	1989.0	     0	     0	2	     	     	19.90	19.36	
0973-0691912	314.936100	+07.363539	 32	136	1976.0	    -4	     4	5	18.15	16.32	17.10	16.05	15.87
0973-0691913	314.937700	+07.316603	183	255	1989.0	     0	     0	2	     	     	21.33	20.69	
0973-0691914	314.938100	+07.342123	 13	 92	1976.0	   -10	    -8	5	16.30	14.53	15.49	14.48	13.89
0973-0691915	314.939956	+07.394609	629	999	1992.6	     0	     0	2	     	     	     	19.02	16.51
0973-0691916	314.939973	+07.397120	277	999	1992.6	     0	     0	2	     	     	     	19.92	18.34
0973-0691917	314.940014	+07.380256	282	414	1970.7	     0	     0	2	     	18.94	     	19.37	
0973-0691918	314.940031	+07.395275	153	999	1993.0	     0	     0	2	     	     	     	20.07	16.35
0973-0691919	314.940045	+07.392062	238	290	1993.0	     0	     0	2	     	     	     	18.08	15.76
0973-0691920	314.940064	+07.379300	  9	999	1991.5	     0	     0	2	     	     	     	19.59	17.06
0973-0691921	314.940078	+07.386862	  0	  0	2000.0	     0	   -10	0	11.66	 9.11	10.68	 9.04	 8.22
0973-0691922	314.940092	+07.309839	142	 59	1976.0	     0	     0	5	20.29	18.33	19.40	17.71	17.48
0973-0691923	314.940123	+07.392817	178	904	1974.2	     0	     0	2	     	18.80	     	     	13.80
0973-0691924	314.940131	+07.393478	208	150	1970.7	     0	     0	2	     	19.72	     	19.00	
0973-0691925	314.940273	+07.379178	813	999	1992.6	     0	     0	2	     	     	     	19.70	17.82
0973-0691926	314.940723	+07.372495	999	999	1992.9	     0	     0	2	     	     	21.97	     	18.83
0973-0691927	314.941225	+07.363834	 64	 83	1976.0	     0	     0	5	20.23	17.71	19.62	17.94	17.44
0973-0691928	314.942514	+07.353489	118	 29	1976.0	   -16	    10	5	19.74	16.92	18.51	16.67	15.90
0973-0691929	314.943078	+07.361389	241	220	1976.0	     0	     0	5	20.20	19.26	20.28	19.36	18.77
0973-0691930	314.944062	+07.350284	173	114	1976.0	     0	     0	5	20.72	19.37	20.82	19.33	18.96
0973-0691931	314.944106	+07.343153	128	 42	1981.6	     0	     0	4	20.68	     	20.50	19.96	19.03
0973-0691932	314.944570	+07.393317	 82	232	1978.3	   -14	   -16	3	     	19.94	20.78	19.81	
0973-0691933	314.944584	+07.334123	255	119	1976.0	     0	     0	5	20.60	19.84	20.39	19.15	18.04
0973-0691934	314.944698	+07.359539	 71	 38	1976.0	   -20	    -8	5	20.68	19.16	20.60	18.66	17.75
0973-0691935	314.944737	+07.335028	999	999	1982.4	     0	     0	4	20.00	     	20.85	20.21	18.86
0973-0691936	314.944937	+07.347425	114	 96	1976.0	     0	     0	5	19.96	18.91	19.44	18.65	18.34
0973-0691937	314.945225	+07.334484	203	160	1972.1	     0	     0	2	20.49	     	20.27	     	
0973-0691938	314.945845	+07.385587	999	999	1978.3	  -802	  -100	3	     	20.04	19.37	18.93	
0973-0691939	314.946159	+07.386903	817	404	1978.3	     0	     0	3	     	19.62	20.38	18.83	
0973-0691940	314.946495	+07.322309	 87	 88	1976.0	     0	     0	5	20.49	19.29	19.93	18.74	18.46
0973-0691941	314.946773	+07.386923	999	363	1978.3	     0	     0	3	     	19.13	20.47	18.26	
0973-0691942	314.947000	+07.376603	101	145	1976.2	   -16	    -8	5	19.55	18.39	18.50	17.73	17.95
0973-0691943	314.947437	+07.367442	 56	215	1976.0	   -16	     0	5	20.15	19.84	20.41	19.76	19.20
0973-0691944	314.947750	+07.384867	 68	259	1972.1	     0	     0	4	19.85	19.06	19.09	18.65	
0973-0691945	314.947809	+07.311537	109	175	1974.2	     0	     0	2	     	20.05	     	     	19.20
0973-0691946	314.947959	+07.386442	433	695	1976.2	     0	     0	5	20.49	18.65	20.40	18.73	16.72
0973-0691947	314.947964	+07.399767	 87	 98	1976.2	   -12	     0	5	19.89	19.58	19.27	18.84	18.70
0973-0691948	314.948000	+07.372614	 99	 70	1976.2	     0	     0	5	19.79	19.52	19.63	19.08	18.99
0973-0691949	314.948087	+07.386192	110	999	1979.3	    20	    82	3	     	17.63	20.06	17.63	
0973-0691950	314.948159	+07.301589	 84	179	1982.4	     0	     0	4	     	19.42	20.71	19.11	18.23
0973-0691951	314.948245	+07.386537	999	999	1991.1	     0	     0	2	     	     	     	17.08	16.14
0973-0691952	314.948767	+07.381212	 96	 81	1981.8	    -2	    14	4	     	19.93	21.43	19.31	18.55
0973-0691953	314.950245	+07.301059	999	 89	1970.7	     0	     0	2	     	19.69	     	20.92	
0973-0691954	314.950270	+07.319934	652	863	1981.6	   240	  -190	4	20.73	     	20.51	18.62	18.38
0973-0691955	314.950292	+07.328998	 93	104	1976.0	   -18	   -10	5	17.82	16.61	16.96	16.30	16.18
0973-0691956	314.950348	+07.324328	144	271	1976.0	   -14	   -10	5	20.61	19.69	20.09	19.44	18.10
0973-0691957	314.952853	+07.387184	669	100	1974.2	     0	     0	2	     	19.61	     	     	16.73
0973-0691958	314.953006	+07.354878	106	 42	1976.0	     2	   -12	5	19.93	18.30	18.82	17.80	18.08
0973-0691959	314.953262	+07.399067	178	275	1991.5	     0	     0	2	     	     	     	20.40	19.07
0973-0691960	314.953442	+07.387306	143	252	1976.2	     0	     0	5	20.53	19.37	20.03	18.74	17.76
0973-0691961	314.954609	+07.337345	 68	163	1976.0	   -16	    -6	5	19.70	18.98	18.79	18.58	18.45
0973-0691962	314.954787	+07.347300	 51	128	1976.0	   -20	     2	5	20.67	19.15	20.31	18.82	18.23
0973-0691963	314.955098	+07.382181	 80	 74	1976.2	    -8	    -8	5	20.05	17.79	18.90	17.70	17.50
0973-0691964	314.955450	+07.333600	 52	 60	1976.0	     0	     0	5	19.69	17.19	18.28	16.69	16.24
0973-0691965	314.956356	+07.329062	 76	134	1976.0	    -8	    -6	5	16.74	15.50	16.02	15.25	14.84
0973-0691966	314.956537	+07.326848	 65	140	1976.0	     0	     0	5	18.67	17.92	17.68	17.01	17.39
0973-0691967	314.956781	+07.381095	179	208	1977.3	     0	     0	3	20.63	     	21.07	20.08	
0973-0691968	314.957475	+07.305317	212	 51	1981.6	     0	     0	4	     	19.98	21.79	20.27	19.19
0973-0691969	314.958250	+07.341256	148	 61	1976.0	    -6	    -6	5	19.93	19.37	19.48	19.32	18.89
0973-0691970	314.958462	+07.330862	137	 49	1976.0	     0	     0	5	20.18	19.26	19.79	18.92	18.80
0973-0691971	314.959484	+07.311753	 99	 73	1976.0	    -6	   -10	5	18.74	17.29	17.63	16.75	16.42
0973-0691972	314.959934	+07.308278	114	158	1977.3	     0	     0	3	20.72	     	21.18	20.04	
0973-0691973	314.959981	+07.311012	 49	274	1989.0	     0	     0	2	     	     	20.61	19.58	
0973-0691974	314.960175	+07.397673	 60	 83	1981.8	     0	     0	4	     	19.54	21.06	18.86	18.38
0973-0691975	314.960934	+07.375559	101	169	1981.8	     0	     0	4	     	19.73	21.56	19.80	18.95
0973-0691976	314.961223	+07.350539	 40	 40	1981.6	    -2	    12	4	     	19.47	21.65	20.19	18.60
0973-0691977	314.961839	+07.378534	195	 61	1981.8	     0	     0	4	     	19.87	20.04	19.64	19.25
0973-0691978	314.962145	+07.344792	243	 84	1981.6	     0	     0	4	     	19.11	20.45	19.20	18.67
0973-0691979	314.962325	+07.360339	 18	 75	1976.0	    -2	     6	5	17.65	15.99	16.73	15.73	15.06
0973-0691980	314.962428	+07.371120	 52	130	1976.2	     0	     0	5	20.22	19.59	20.18	19.26	18.97
0973-0691981	314.963037	+07.367800	 56	115	1976.0	     0	     0	5	19.93	18.81	19.45	18.51	18.51
0973-0691982	314.963364	+07.390125	104	167	1976.2	   -12	   -10	5	20.29	19.54	19.69	19.35	18.99
0973-0691983	314.964992	+07.348864	773	999	1990.6	     0	     0	2	     	     	20.74	20.37	
0973-0691984	314.965223	+07.332931	 43	 28	1976.0	     0	     0	5	18.31	16.83	17.45	16.39	16.14
0973-0691985	314.965292	+07.358487	 61	 97	1976.0	     0	     0	5	20.51	19.16	19.81	18.52	18.50
0973-0691986	314.965559	+07.315678	783	999	1974.2	     0	     0	2	20.61	     	     	     	19.15
0973-0691987	314.965939	+07.314914	342	149	1976.0	   -12	    12	5	20.18	18.98	18.97	17.63	17.73
0973-0691988	314.965959	+07.365806	104	155	1989.0	     0	     0	2	     	     	21.39	20.48	
0973-0691989	314.966275	+07.337853	 52	 48	1976.0	     0	     0	5	16.03	14.53	15.25	14.37	13.78
0973-0691990	314.967028	+07.361742	 66	 87	1976.0	   -14	     8	5	17.47	16.30	16.70	15.84	15.82
0973-0691991	314.967398	+07.362870	999	999	1981.6	  -252	  -324	4	     	20.04	21.64	19.52	18.95
0973-0691992	314.969048	+07.398075	 43	 73	1976.2	     0	     0	5	19.18	18.26	18.19	17.49	17.65
0973-0691993	314.969150	+07.351045	530	490	1989.0	     0	     0	2	     	     	21.02	20.04	
0973-0691994	314.969178	+07.347981	  0	  0	2000.0	    12	    -2	0	12.63	11.58	12.30	11.54	11.23
0973-0691995	314.969192	+07.372764	 30	130	1981.8	    -4	     4	4	     	19.10	20.02	18.64	18.36
0973-0691996	314.969642	+07.302345	116	 53	1976.0	     0	     0	5	20.23	19.67	19.77	19.51	18.83
0973-0691997	314.969687	+07.303189	853	999	1972.1	     0	     0	2	20.61	     	21.10	     	
0973-0691998	314.970075	+07.397317	999	735	1974.2	     0	     0	2	     	19.78	     	     	19.04
0973-0691999	314.970192	+07.342139	325	216	1982.4	     0	     0	4	     	19.24	20.36	18.42	18.64
0973-0692000	314.970248	+07.376598	 82	113	1981.6	   -10	     8	4	     	19.93	21.28	19.22	19.00
0973-0692001	314.970267	+07.337003	150	208	1982.3	     0	     0	4	20.46	     	19.69	19.51	18.94
0973-0692002	314.970812	+07.341925	 94	 81	1976.0	     0	     0	5	19.89	18.99	18.91	18.47	18.58
0973-0692003	314.971489	+07.332750	228	 65	1981.6	   -16	   -10	4	     	19.42	21.45	19.17	18.09
0973-0692004	314.971609	+07.335839	 68	 70	1976.0	     0	     0	5	20.53	19.61	19.64	18.97	18.95
0973-0692005	314.972570	+07.323106	129	 68	1981.6	     0	     0	4	     	19.74	20.16	19.43	19.08
0973-0692006	314.972950	+07.342992	114	314	1991.1	     0	     0	2	     	     	     	20.06	18.28
0973-0692007	314.973723	+07.399320	 89	104	1992.0	     0	     0	2	     	     	20.53	20.10	
0973-0692008	314.974764	+07.303850	 78	 75	1976.0	    -8	    -4	5	19.07	17.67	17.75	17.18	17.15
0973-0692009	314.979723	+07.370225	396	254	1973.6	     0	     0	2	     	19.89	21.10	     	
0973-0692010	314.979973	+07.338373	147	116	1981.6	     0	     0	4	     	19.97	20.54	19.71	18.91
0973-0692011	314.980506	+07.310331	247	109	1972.1	     0	     0	2	20.72	     	21.70	     	
0973-0692012	314.980642	+07.323942	111	999	1981.6	    40	   252	4	     	19.97	21.44	20.03	19.06
0973-0692013	314.981709	+07.366000	 93	163	1981.6	     0	     0	4	     	18.65	20.15	18.43	17.81
0973-0692014	314.981770	+07.331764	119	 55	1976.0	    -6	    10	5	15.75	15.07	15.22	14.89	14.37
0973-0692015	314.982198	+07.300103	 46	124	1976.0	   -12	   -10	5	16.75	15.12	15.75	14.70	14.21
0973-0692016	314.983206	+07.375803	 18	129	1976.2	    -6	    -8	5	19.35	18.65	18.61	17.98	18.24
0973-0692017	314.983959	+07.356973	113	147	1981.6	   -20	     0	4	     	19.58	21.12	19.40	18.83
0973-0692018	314.987050	+07.366012	 28	 93	1976.0	     0	     0	5	20.49	19.10	20.07	18.70	18.45
0973-0692019	314.987453	+07.385381	 75	 46	1976.2	    -8	    -2	5	17.58	16.23	16.82	15.99	16.00
0973-0692020	314.987864	+07.304342	128	 60	1989.0	     0	     0	2	     	     	21.30	20.33	
0973-0692021	314.989484	+07.383725	108	304	1982.6	     0	     0	4	     	19.92	21.05	20.36	19.45
0973-0692022	314.990187	+07.342548	 71	113	1976.0	    -8	     4	5	17.62	16.48	16.93	16.06	15.69
0973-0692023	314.990278	+07.397439	216	 10	1978.9	     2	    -8	3	     	19.75	     	20.41	19.01
0973-0692024	314.990417	+07.306209	 73	 26	1976.0	     0	     0	5	19.19	18.57	18.03	17.65	17.80
